https://api-na-adrv2.padsv.gungho.jp/api.php?action=clear_dungeon;pid;sid;hash;tmd;nxc;;dung;floor;v;c;r;m;key;e_key;e_chksum;ss;;;s;e1;e2;e3;e4;e5;e6;e7;e8;e9;e10;e11;e12;e13;e14;e15;e16;e17;e18;e19;sm;cm
280;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;d5bda075;570adb5d;10;1;2;215;1300;0;FD2DD100;B2;F8;207f72ad;10:55:41;0:00:06;349706;4a027eba;b7d0bec8;9216d186;b02987b3;ed7d5c1b;f488838;af12dffd;87a3870f;aa91e7f0;5b5f1ae6;41e1b601;8877e228;fb25bfe3;8bb6269a;6b81d2ea;6652436f;2ac6663;2d1f09dc;33a7c35;da44a59e;0
281;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;6864377;7734686;10;1;2;215;1300;0;B1CFE044;16;E4;207f72b2;10:55:46;0:00:05;349706;92e24be7;3a4464eb;2c3cf534;b8349764;3d5f09a9;d5807138;71f48cf5;612d6455;9c678550;1d377009;c041773f;5648e523;6645b850;3b4361f7;164c5afe;3071fb56;92e017b9;65f899a7;329b6171;da44a59b;0
282;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;901dad36;63dad109;10;1;2;215;1300;0;720DD8FF;C6;49;207f72b7;10:55:51;0:00:05;349706;dbc118d0;bcb90b0b;c6631869;c03e600e;8d42b53f;9bb85a38;34d739ea;3ab8419c;8e3e22b1;df0f57ad;3ea1387d;2419e432;d165b0c0;ead19d53;c117e312;fa91b33c;2315c90f;9dd9696e;61fc46ae;da44a590;0
283;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c01ca44c;c44ac10c;10;1;2;215;1300;0;8F8DD6BB;F8;4D;207f72bc;10:55:56;0:00:05;349706;24a1e63d;3f2eb12b;60893b9f;c84971b3;dd2462b2;61f04339;f7b9e6e3;14421ee3;8014c012;a0e74dd0;bd00f9bb;f1eae709;3c85a930;9a5fd8b0;6be26b27;c4b16b22;b3497a65;d5bbf928;915d2beb;da44a5ad;0
284;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;cae0a1b1;1b1a0eac;10;1;2;215;1300;0;388DD7BB;F4;A0;207f72c1;10:56:01;0:00:05;349706;6d80b36e;c1a3574a;fab05ecd;d0544164;2d060e40;28282c39;ba9b93d8;edccfc29;71ea5d72;62bfa374;3b60baf9;bfbce604;a7a5a1a0;49ed140d;16adf33b;8ed02309;437d2bbb;d9448f3;c0be1128;da44a5aa;0
285;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;b475fa9c;c9af574b;10;1;2;215;1300;0;5E4BC522;E7;63;207f72c6;10:56:06;0:00:05;349706;b660805b;4417fd6a;94d68203;d85e520e;7ce9bbd6;ee601539;7d7d40d1;c757d970;63c0fad3;2497869f;b9bf7c36;8d8dd937;12c59a10;f97a4f69;c1787b4f;58f0daef;d3b1dd11;4475d8ba;f01ef665;da44a5a7;0
286;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7ae7db17;71bd7ea7;10;1;2;215;1300;0;C46BC533;DD;A0;207f72cb;10:56:11;0:00:05;349706;ff3f4d84;c68ca395;2efda5b0;e06923b3;cccb6764;b498fe39;4060edc9;a0e1b6b6;55979834;e66ffc03;381f3d74;5b5ed826;7de59280;a9088ac6;6c430364;230f92d6;63e58e67;7c56a805;1f7fdba2;da44a5bc;0
287;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;d732766b;b667237d;10;1;2;215;1300;0;AC8BC9CC;63;24;207f72d0;10:56:16;0:00:05;349706;481f1af1;490149b5;c923c8e6;e8743364;1cad0cfa;7ad0e739;3429abe;7a6b93fd;476d3594;a846d3a6;b67ffeb2;292fdb25;e9068af0;5896c622;170e8b78;ed2f4abc;f41a3fbd;b4373fcc;4ee0c0df;da44a5b9;0
288;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;781e312b;b213e187;10;1;2;215;1300;0;CD418477;7E;55;207f72d5;10:56:21;0:00:05;349706;90fee822;cb75efd4;6349ec14;f07e3c0e;6c8fb888;4108d039;c62447b7;53f57143;3943d2f5;6a1ec9ca;34debff0;f700da31;54268360;823017f;c1d9138c;b74e02a2;844ef113;ec108f96;7e41a61c;da44a5b6;0
289;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;fc746ebd;dbe647cf;10;1;2;215;1300;0;02328FEE;00;5F;207f72da;10:56:26;0:00:05;349706;d9deb50f;4dea95f4;fd700f49;f8890db3;bc72641f;740b939;8906f4ac;2d804e8a;2b1a7056;2bf62f6d;b33e812e;c4d1dd3a;bf467bd1;b7b13cdc;6ca49ba1;816eba89;1482a269;24f21f51;ada28b59;da44a5b3;0
290;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7ae7db17;71bd7ea7;10;1;2;215;1300;0;830BC400;F6;EC;207f72df;10:56:31;0:00:05;349706;22be8278;d05f3c17;979632ff;931d64;c5411ad;cd78a239;4be9a1a5;70a2bd0;1cf00db6;edce0291;319d426c;92a2dcbb;2a667441;673f7838;176e23b5;4b8d726f;a4b653bf;5cd3ef18;dd037096;da44a5c8;0
291;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7c7cb10d;d01bc7c7;10;1;2;215;1300;0;DA36A444;53;65;207f72e4;10:56:36;0:00:05;349706;6b9d4fa5;52d3e237;31bd562d;89eee0e;5c36bd23;93b08b39;ecb4e9d;e0940917;ec6ab17;afa67834;affd03aa;6073dfb0;95866cb1;16ccb395;c239abc9;15ad2a56;34ea0516;94ac7ee3;c6355d3;da44a5c5;0
292;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;2e8ae814;418ea8e2;10;1;2;215;1300;0;4C27AEBB;77;E8;207f72e9;10:56:41;0:00:05;349706;b47d1c96;d5488856;cbe37963;10a9ffb3;ac196ab1;59e87439;d1adfb92;ba1fe65d;9d4877;717e5e58;2e5cc4e8;2e44debd;a66521;c65aeef1;6d0433dd;dfcce23c;c51eb66c;cc8dceaa;3bc43b10;da44a5c2;0
293;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;++d2ee9f;f9ee2d++;10;1;2;215;1300;0;BFDEDA55;32;FC;207f72ee;10:56:46;0:00:05;349706;fd5ce9c3;57bd2e76;66099c90;18b3cf64;fbfb1647;20205d39;948fa88b;93a9c3a4;f273e5d8;3356b5c3;acbc8626;fc15d1be;6bc65d91;75e82a4e;17cfbbf2;a9ec9a23;555367c2;36e5e74;6b25204c;da44a5df;0
294;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;72fd04fe;ef40df27;10;1;2;215;1300;0;070394CC;B9;FF;207f72f3;10:56:51;0:00:05;349706;463cb72c;da31d491;30bfc6;20bed80e;4bddc3d5;e6584639;57725580;6d33a0ea;e4498339;f531ab67;2b1c4764;c9e6d0bf;d6e65601;257665ab;c29a4406;740b5209;e5871918;3b4f2e3f;9a860589;da44a5d4;0
295;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;3226baab;baab6223;10;1;2;215;1300;0;9A8BC9CC;70;2E;207f72f8;10:56:56;0:00:05;349706;8f1b8419;5ca67ab1;9a56e374;28c9a9b3;9bc06f6b;ac902f39;1a540279;46bd7e31;d6202099;b7098e8a;a97b08a2;97b8d3bc;42074e71;d503a107;6d65cc1a;3e2b09ef;75bbca6e;7328bd86;c9e7eac6;da44a5d1;0
296;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;27cde950;059edc72;10;1;2;215;1300;0;4429BBAA;19;C2;207f72fd;10:57:01;0:00:05;349706;d7fb514a;df1b20d0;347d06a9;30d3b965;eba214fe;72c81839;dd36af71;20485b78;c7f6bdfa;78e1e42e;27dbc9df;6589d2b9;ad2746ee;8491dc64;1830542f;84ac1d6;5ef7bc4;ab0a0d41;f948d003;da44a5ee;0
297;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;+5bc988b;b889cb5+;10;1;2;215;1300;0;DAD28CBB;E1;89;207f7302;10:57:06;0:00:05;349706;20da1eb7;618fc6f0;cea329df;38de8a0e;3b84c08c;39000139;a0185c66;f9d238be;b9cc5b5b;3ab9da51;a63a8b1d;335ad5b2;18473f5e;341f17c0;c2fbdc43;d26a79bc;96232d1a;e3eb9d0b;28a8b540;da44a5eb;0
298;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;836d589a;a985d638;10;1;2;215;1300;0;965AC2BB;07;43;207f7307;10:57:11;0:00:05;349706;69baebe0;e4046d13;68c94d0d;40e89bb3;8b666c02;ff38ea39;62fb095f;d35c1605;aba3f8bb;fc9131f5;249a4c5b;12bd4a3;836737ce;e3ac531d;6dc66457;9c8a31a3;2657de70;1bc46cd2;58099a7d;da44a5e0;0
299;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;1a273fa0;0af372a1;10;1;2;215;1300;0;9916A433;12;B4;207f730c;10:57:16;0:00:05;349706;b299b8cd;66791333;2f07043;48f36b65;db491990;c570d339;25ddb654;ace7f34b;9d79961c;be691718;a2fa0d99;cefcd7b8;ee87303e;933a8e7a;1891ec6c;66a9e989;b68c8fc6;53a5fc9d;876a7fba;da44a5fd;0
300;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;72fd04fe;ef40df27;10;1;2;215;1300;0;3A89B955;41;DC;207f7311;10:57:21;0:00:05;349706;fb79863e;e8edb952;9d1693f0;50fe740e;2b2bc526;8ba8bc36;e8bf634c;8671d092;8f4f337c;80410abc;2159ced7;9ccdd6b5;59a728ae;42c8c9d6;c35c7480;30c9a16f;46c0411c;8b864c64;b6cb64f7;da44a5fa;0
301;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;315d10bf;fb01d513;10;1;2;215;1300;0;9A5EDC99;04;D6;207f7316;10:57:26;0:00:05;349706;4458536b;6b625f72;373db726;590845b3;7b0d72b4;51e0a536;aba11045;5ffbadd8;8126d0dd;42186027;9fb99015;6a9ec9c1;c4c7211e;f2550533;6e27fc94;fae85956;d6f4f272;c267dc2f;e62c4a34;da44a5f0;0
302;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a229d469;964d922a;10;1;2;215;1300;0;11D28DBB;DE;A4;207f731b;10:57:31;0:00:05;349706;8d382054;edd7059d;d163da54;61135565;caf01e4b;18188e36;6e84bd3a;39858b1f;72fc6e3e;3f0464b;1e185153;386fc936;2fe7198e;a1e3408f;18f284a9;c508113c;6728a3c8;fa41a3e9;158d2f71;da44a40d;0
303;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;8e88d740;047d88e8;10;1;2;215;1300;0;BD3ED800;B6;7C;207f7320;10:57:36;0:00:05;349706;d617ed81;704cabbd;6b8afd89;691e260e;1ad2cbd9;de507736;31666a33;13106865;64d20b9e;c5c8bdef;9c781291;640ca37;9b0711fe;51717bec;c3bd0cbd;8f27c923;f75c551e;322233b0;44ed14ae;da44a40a;0
304;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;801883a4;4a388108;10;1;2;215;1300;0;2389BCDD;88;35;207f7325;10:57:41;0:00:05;349706;1ef7baf2;f2c051dc;5b0213f;712837b3;6ab4776f;a4886036;f4481728;ec9a45ac;56a9a8ff;87a09312;1ad8d3cf;d411cb20;6280a6f;ffb749;6e8894d1;59478109;87910674;6a03837b;744ef9ea;da44a407;0
305;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;9945d704;407d5499;10;1;2;215;1300;0;53A59F88;AA;0C;207f732a;10:57:46;0:00:05;349706;67d787df;7535f7fc;9fd6446d;79330765;ba961cfd;6ac04936;b72ac420;c62422f2;487f4660;4978f6b6;9937950d;a1e2cc36;714802df;b08cf2a5;19531ce5;236638ef;17c5b7ca;a2dc12c2;a3afdf27;da44a41c;0
306;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;2479135a;a5319742;10;1;2;215;1300;0;45149ACC;62;6F;207f732f;10:57:51;0:00:05;349706;b0b65508;f7aa9e1f;39fd67a3;813d100e;a79c873;30f83236;7a0d7119;9faf0039;3a55e3c0;b50ecd9;1797564b;6fb4cd35;dc68fb4f;601a2e02;c41ea4fa;ed86f0d6;a7f96920;dabde28d;d310c464;da44a419;0
307;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;7734863f;f3684377;10;1;2;215;1300;0;36E393BB;5E;B4;207f7335;10:57:57;0:00:06;349706;3b5ce4d8;fa9c3244;bfc45ef5;247d31dd;6a556525;5208e30b;ca4fa70c;a4bb3cf4;8fbd6d67;f3efa51c;af3d0afb;337b92a8;f68ebf09;992a420a;5dde7b79;acdf33ea;21d1a454;50fff715;7251a447;da44a416;0
308;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;795b83e0;0e38b597;10;1;2;215;1300;0;9B7CCC33;B8;D4;207f733a;10:58:02;0:00:05;349706;843bb205;7d11d864;59eb822a;2c880287;ba3712bb;1840cc0b;8d315405;7e451a3b;81930ac8;b5c79887;2d9ccc39;14c93b3;61aeb766;48b87d67;8a9038d;76feebd1;b20555aa;88d846dc;a1b28984;da44a413;0
309;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;ca2e7906;6097e2ac;10;1;2;215;1300;0;2B89B955;F4;91;207f733f;10:58:07;0:00:05;349706;cd1b7f76;ff857e87;f411a558;34931228;a1abe49;de77b50b;501400fd;57cff781;7369a829;779ffe2b;abfc8d77;cf1d9482;cccfafd6;f846b8c4;b3748ba1;411ea3b7;42390701;c0b9d6a6;d1136ec1;da44a428;0
310;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c7cff924;429ffc7c;10;1;2;215;1300;0;AA059D33;69;CE;207f7344;10:58:12;0:00:05;349706;15fa4ca3;81fa24a7;8e38c88e;3c9de3dd;59fc6bdf;a4af9e0b;12f6adf2;315ad4c8;65404589;3976d44e;2a5b4eb5;9cef9589;37efa846;a7d4f420;5e3f13b6;b3e5b9d;d26eb857;f89aa661;7353fe;da44a425;0
311;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;195d94b4;4b49d591;10;1;2;215;1300;0;0F3EDC88;A1;FD;207f7349;10:58:17;0:00:05;349706;5eda198c;46fcac7;285eec3c;44a8ec87;a9de1752;6ae7870b;d5d85aeb;ae4b20e;5716e2ea;fb4ecbf2;a8bb0ff3;6ac096b4;a30fa0b6;57612f7d;90a9bca;d55d1384;62a269ad;2f7b3628;2fd4393b;da44a422;0
312;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;b145530f;f035541b;10;1;2;215;1300;0;546BC9BB;AB;79;207f734e;10:58:22;0:00:05;349706;a7bae6f9;86e370e6;c2850f71;4cb2fc28;f9c1bce0;311f700b;98ba07e0;e46e8f55;48ec804b;bd262115;271bd131;389197a7;e2f9926;6ef6ad9;b3d523de;9f7dcb6a;f2d61b03;675485f3;5f351e78;da44a43f;0
313;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5fc732df;fd237cf5;10;1;2;215;1300;0;3A3081FF;53;95;207f7353;10:58:27;0:00:05;349706;f099b42a;9581706;5cab32a7;54bdcddd;49a36876;f757590b;5b9db4d8;bdf96c9b;3ac31dab;7efe04b9;a57a926f;66288b6;794f9196;b67da636;5ea0abf2;699c8351;830acc59;9f3615bd;8e9603b5;da44a434;0
314;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;95b97fcd;dcf79b59;10;1;2;215;1300;0;4D528B77;97;E1;207f7358;10:58:32;0:00:05;349706;39798117;8bcdbd21;f6d155d5;5cc8de87;99851404;bd8f420b;1e7f61d1;978349e2;2c99bb0c;40d67adc;23da53ad;d43389b5;e46f8a06;660ae193;96b3407;33bc3b37;133e7daf;d717e504;bdf7e8f1;da44a431;0
315;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;f2e5474e;e4745e2f;10;1;2;215;1300;0;DA09BA99;06;4F;207f735d;10:58:37;0:00:05;349706;82584e40;e426341;90f8790a;64d2ae28;e967c19a;83c72b0b;e1610ec6;710d2728;1e6f586c;2ae5040;a23914eb;a2048ac1;4f8f8276;15981cef;b436bc1b;fddbf31d;a3722f05;ff074cf;ed58ce2e;da44a44e;0
316;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;2814e6f1;1f6e4182;10;1;2;215;1300;0;05C18333;A3;2A;207f7362;10:58:42;0:00:05;349706;cb381bad;90b60960;2b1e9cb8;6cddbfd2;394a6d28;49ff140b;a443bbbf;4a97046f;1046f5cd;c486b7eb;2099d628;6fd58b3a;baaf7ae7;c526584c;5f01442f;c7fbab04;33a7e05b;47d1c496;1cb8b36b;da44a44b;0
317;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;e2e01dbc;cbd10e2e;10;1;2;215;1300;0;B9FEDB66;B6;0D;207f7367;10:58:47;0:00:05;349706;1417e89e;132baf80;c545bfee;74e88887;892c1abe;1037fd0b;672668b4;2422e1b6;21c932e;8661ad0f;9ef99766;3da68c3b;25cf7357;74b393a8;9cccc44;921a62ea;c3db91b1;7fb25451;4c1998a8;da44a440;0
318;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;87cbd87c;c78dbc78;10;1;2;215;1300;0;DA45A1DD;BA;F3;207f736c;10:58:52;0:00:05;349706;5cf7b5cb;95a055a3;5f6be31c;7cf29828;d90ec64d;d66fe60b;2a0815ac;fdacbefc;f3f2308e;483980b2;1d5858a4;b778d20;90f06bc7;2441cf05;b4975458;5c3a1ad1;540f4307;b793241b;7b7a7de5;da44a45d;0
319;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;+15e18a9;9a81e51+;10;1;2;215;1300;0;53239155;79;34;207f7371;10:58:57;0:00:05;349706;a5d68334;1814fbc3;f9910651;84fd69d2;28f173c3;9ca7cf0b;eceac2a5;d7369c43;e5c9cdef;a11e6d6;9bb819e2;d9488e3d;fc106437;d3cf0a62;5f62dc6c;2659d2b7;e443f45d;ee6c8be2;aadb6322;da44a45a;0
320;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;601eb520;025be106;10;1;2;215;1300;0;2A98B366;1A;3F;207f7376;10:59:02;0:00:05;349706;eeb65061;9a89a1e2;93b82987;8d077a87;78d31f51;62dfb808;afcc6f9a;b0c17989;d79f6b50;cbe9dc7a;1a17db20;a7198f3e;67305ca7;835d45be;a2d6481;f0798a9d;7477a5b3;264e1bad;da3c485f;da44a457;0
321;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;+81b186d;d681b18+;10;1;2;215;1300;0;3996A677;09;B4;207f737b;10:59:07;0:00:05;349706;37951d52;1cfe4802;2dde4d35;95124a28;c8b5c4e7;2917a108;72af1c93;8a4b56d0;c97508b0;8dc1339d;98779c5e;74eb803f;d2505517;32ea811b;b4f7ec95;ba984284;4ab5709;5e2feb74;99d2d9c;da44a46c;0
322;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;dfcf752f;f257fcfd;10;1;2;215;1300;0;F40FE5EE;2E;37;207f7380;10:59:12;0:00:05;349706;8075eabf;9f72ee2d;c805706a;9d1d5bd2;18987075;ef4f8a08;3591c988;63d53416;bb4ca611;4f992901;16d75d9c;42bc813c;3d704d87;e278bc77;5fc274a9;84b8fa6a;94e0085f;96087b3f;38fd12d9;da44a469;0
323;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;5e89e02a;a20e98e5;10;1;2;215;1300;0;C30DD477;BB;B4;207f7385;10:59:17;0:00:05;349706;c954b7e8;21e7944d;622b9398;a5272487;687a1c0b;b5877308;f8737680;3d5f115d;ad224371;11710ca4;95361eda;108d8239;a89045f4;9206f7d4;a8dfcbe;4ed7b251;2514b9b5;cee9caf9;685ef816;da44a466;0
324;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;381a0f83;38f0a183;10;1;2;215;1300;0;36CDD455;6E;32;207f738a;10:59:22;0:00:05;349706;123484d5;a45c3a6c;fc51b6ce;ad323428;b85cc99e;7bbf5c08;bb552379;16eaeea3;9ef8e0d2;d34862c8;1396e018;de5e8322;13b03e64;41933331;b55884d2;18f76a37;b5486b0b;6ca5a40;97bfdd53;da44a463;0
325;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;a229d469;964d922a;10;1;2;215;1300;0;9BB49999;FD;71;207f738f;10:59:27;0:00:05;349706;5b135206;26d0e08c;9678da7c;b53d05d2;83e752c;41f74508;7e38d06e;f074cbea;90cf7e33;95205873;91f5a156;ac2f8433;7ed036d4;f1216e8d;60230ce6;e317221d;457c1c61;3eab2a0b;c720c28f;da44a478;0
326;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;10156ae6;6ea65101;10;1;2;215;1300;0;5CE9B700;D1;4C;207f7394;10:59:32;0:00:05;349706;a3f31f73;a94586af;309efdb1;bd471687;582122a2;82f2e08;411a7d67;c9fea930;82a51b93;56f8bf97;10556294;7a008538;e9f12f44;a0afa9ea;aee94fa;ad36da04;d5b0cdb8;7685b9d2;f681a7cc;da44a475;0
327;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;62e8600c;c0068e26;10;1;2;215;1300;0;6656A555;71;05;207f7399;10:59:37;0:00:05;349706;ecd3ec5c;2bba2ccf;cac520e7;c552e628;a803ce30;ce671708;3fc2a5f;a3898677;747bb8f4;18d0953a;8eb523d2;47d18645;551127b4;503ce546;b5b91d0f;775691ea;65e57f0e;ad66099c;25e28d09;da44a472;0
328;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;970e54c3;3c45e079;10;1;2;215;1300;0;07659F66;1B;92;207f739e;10:59:42;0:00:05;349706;35b2b989;ae2ed2ee;64eb4415;cd5cf7d2;f7e57bc6;949f0008;c6ded754;7d1363be;66525655;daa88b5e;d14e50f;15a287b6;c0312024;ffca20a3;6084a523;417549d1;f6193064;e5479967;55427246;da44a48f;0
329;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;6864377;7734686;10;1;2;215;1300;0;581AC199;C6;61;207f73a3;10:59:47;0:00:05;349706;7e9286fa;30a3790e;ff11674a;d567c087;47c82754;5ad7e908;89c1844d;569d4104;5828f3b5;9c80eec1;8b74a64d;e37378a6;2b511894;af585c00;b4f2d37;b9501b7;864de1ba;1d20692e;84a35783;da44a485;0
330;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;9392822c;c2282939;10;1;2;215;1300;0;25E5A0AA;82;3E;207f73a8;10:59:52;0:00:05;349706;c7715427;b3181f29;99388af8;dd72d029;97aaccea;210fd208;4ca33142;30271e4b;49fe9116;5e58c465;9d3678b;b14479a7;96711104;5ee6975c;b61ab54c;d5b4b99d;16819310;5501f8e9;b4043cc0;da44a482;0
331;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;468a641f;f146a864;10;1;2;215;1300;0;5F65A2EE;24;E4;207f73ad;10:59:57;0:00:05;349706;10512110;358cc549;335eae2e;e57ca1d2;e78c7879;e747bb08;f85de3b;9b2fb91;3bd52e77;20333b88;883328c9;7f157ab0;1910975;e73d2b9;60e53d60;9fd47184;a6b54466;8de248b0;e36521fd;da44a49f;0
332;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c5b877e3;3e778b5c;10;1;2;215;1300;0;2FE59D22;84;B8;207f73b2;11:00:02;0:00:05;349706;5930ee7d;b8016b68;cd85d15c;ed87b287;376e240f;ad7fa408;d2678b33;e33cd8d8;2dabcbd7;e20b112c;692ea07;4ce77b86;6cb101e5;be010e15;bb0c574;69f3296a;36e9f5bc;c5c3d87a;12c6073a;da44a494;0
333;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;b2e125a6;6a521e2b;10;1;2;215;1300;0;A75CCFAA;53;63;207f73b7;11:00:07;0:00:05;349706;a210bbae;3a761188;67abf491;f5918229;8751d19d;73b78d08;954a3828;bcc6b61e;1f816938;a3e37757;84f2ab45;1ab87c85;d7d1fa55;6d8f4972;b67b4d89;3413e151;c71ea712;fd9dafc5;4227ec77;da44a491;0
334;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;422be43d;d34eb224;10;1;2;215;1300;0;8CE39033;85;B9;207f73bc;11:00:12;0:00:05;349706;eaef889b;bcebb7ab;1d217c7;fd9c93d2;d7337d13;39ef7608;582ce521;96519365;11580698;65bb6afb;3526c83;e8897db0;42f1f2c5;1d1c84cf;6146d59d;fe329937;57525868;347e3f8c;7187d1b4;da44a4ae;0
335;343715919;nS2pa94EtnqCdvJhEwFcvaUDNJdAG96uO3tMp_ie;5acfa595028e8;29956;c944cf1a;a1fc449c;10;1;2;215;1300;0;A785A2FF;1B;70;207f73c2;11:00:18;0:00:06;349706;759518ab;bfdd4bd0;87990f19;a0dcaca1;370f1bc5;5aff275d;a86f1b14;9b5dd020;66bf9040;4e56233d;9af82134;ac504203;5d18b68c;562d98d7;fb06ac1c;bd8bdc4b;d12a939c;abbf0c14;10c8b196;da44a4ab;0
